# Requirement-to-test traceability matrix. Owned by DOC-16 section 16; format per DOC-00 section 8.3.
# Generated by tools/generate_matrix.py from _traceability/requirements.csv and the source tree.
#
# Three cell values, because a blank and a gap are different things:
#   <value>          the artifact, cited by requirement identifier in the source
#   N/A (reason)     the requirement owes no artifact: superseded, or verified by a
#                    method that produces no code (design inspection, demonstration,
#                    code review, architecture review, penetration test)
#   MISSING (reason) no artifact of that kind cites the requirement -- this is a GAP.
#                    Some requirements legitimately need no table and no endpoint, which is
#                    why only the test_case_id column feeds a release gate. This tool cannot
#                    tell the two apart, and says MISSING rather than guessing N/A.
#
# Evidence is a requirement identifier cited in source. That means somebody wrote the
# identifier next to the code; it is coverage, not conformance.
#
# 'Passing' is per test CLASS, from the JUnit XML: Gradle writes @DisplayName into the
# name attribute, so the method name is absent from the results. A @Disabled method is
# detected in source and never counted as passing.
#
# Release gates: see _traceability/GAPS.md.
requirement_id,owning_doc,design_ref,schema_ref,api_ref,test_case_id,verification_method,status,notes
SEC-SEC-021,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-SEC-022,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-SEC-023,DOC-06,CredentialBootstrap,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|CODE_REVIEW,Active,priority MUST_HAVE
SEC-SEC-024,DOC-06,RequestDetail,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
SEC-SEC-025,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|CODE_REVIEW,Active,priority MUST_HAVE
SEC-SEC-026,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-SEC-027,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-SEC-028,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|CODE_REVIEW,Active,priority MUST_HAVE
SEC-SEC-029,DOC-06,Evidence,"evidence (table, V010__assessment_and_intake.sql)",MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
SEC-SEC-030,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
SEC-SEC-031,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
SEC-SEC-032,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
SEC-SEC-033,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
SEC-SEC-034,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
SEC-SEC-035,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
SEC-SEC-036,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
SEC-SEC-037,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
SEC-SEC-038,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
SEC-SEC-039,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
SEC-SEC-040,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
SEC-SEC-041,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
SEC-SEC-042,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-SEC-043,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-SEC-044,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
SEC-SEC-045,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-SEC-046,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-SEC-047,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-SEC-048,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-SEC-049,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-SEC-050,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-SEC-051,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-SEC-052,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-SEC-053,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-SEC-054,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),AuthorizationAssertionInventoryTest#cookieAndTokenNotBothAccepted,AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-SEC-055,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-SEC-056,DOC-06,PipelineGate,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-SEC-057,DOC-06,N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no automated test is owed),DOCUMENT_INSPECTION,Active,priority MUST_HAVE
SEC-SEC-058,DOC-06,PipelineGate,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-SEC-059,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|CODE_REVIEW,Active,priority MUST_HAVE
SEC-SEC-060,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-SEC-061,DOC-06,"N/A (verified by document inspection, penetration test, scheduled before commercial release; no code artifact is owed)","N/A (verified by document inspection, penetration test, scheduled before commercial release; no code artifact is owed)","N/A (verified by document inspection, penetration test, scheduled before commercial release; no code artifact is owed)","N/A (verified by document inspection, penetration test, scheduled before commercial release; no automated test is owed)",PENETRATION_TEST|DOCUMENT_INSPECTION,Active,priority MUST_HAVE
SEC-SEC-062,DOC-06,N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no code artifact is owed),N/A (verified by document inspection; no automated test is owed),DOCUMENT_INSPECTION,Active,priority MUST_HAVE
SEC-SEC-063,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-SEC-064,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|ARCHITECTURE_REVIEW,Active,priority MUST_HAVE
SEC-SEC-065,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|CODE_REVIEW,Active,priority MUST_HAVE
SEC-SEC-066,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-SEC-067,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|ARCHITECTURE_REVIEW,Active,priority MUST_HAVE
SEC-SEC-068,DOC-06,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
SEC-TEN-001,DOC-24,TenantContext,MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST|CODE_REVIEW,Active,priority MUST_HAVE
SEC-TEN-002,DOC-24,MISSING (no main source file cites this requirement),MISSING (no schema object cites this requirement),MISSING (no API operation cites this requirement),MISSING (no test cites this requirement),AUTOMATED_TEST,Active,priority MUST_HAVE
SEC-TEN-003,DOC-24,N/A (verified by code review; the artifact is the review record; no code artifact is owed),N/A (verified by code review; the artifact is the review record; no code artifact is owed),N/A (verified by code review; the artifact is the review record; no code artifact is owed),N/A (verified by code review; the artifact is the review record; no automated test is owed),CODE_REVIEW,Active,priority MUST_HAVE
SEC-TEN-004,DOC-24,AspmApplication; AssessmentService; AuthorizationRequest; +13 more,"current_tenant_id (function, V001__tenant_context_and_enforcement.sql)",MISSING (no API operation cites this requirement),ApplicationTierTest#refusesOutsideDevelopment; FailClosedTest#<class-level citation>; FailClosedTest#provenanceIsRequired; +1 more,AUTOMATED_TEST|PENETRATION_TEST,Active,priority MUST_HAVE
